# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 21 14:06:08 2018
#
# CONSTRAINT:  where (av_training_set like '%UNK%'
# CONSTRAINT:  and av_pred_class like '%PC%'
# CONSTRAINT:  )
# CONSTRAINT:  order by av_training_set desc, av_pred_class asc
#
# COLUMN kepid:          KepID
# COLUMN tce_plnt_num:   Planet Number
# COLUMN av_training_set: Autovetter Training Set Label
# COLUMN av_pred_class:  Autovetter Predicted Classification
#
rowid,kepid,tce_plnt_num,av_training_set,av_pred_class
16964,9846348,1,PC,PC
16965,9846419,1,AFP,AFP
16966,9846419,2,AFP,AFP
16967,9881662,1,PC,PC
16968,9881662,2,PC,PC
16969,9883311,1,PC,PC
16970,9883606,1,PC,PC
16971,9899065,1,AFP,AFP
16972,9899141,1,AFP,AFP
16973,9899153,1,AFP,AFP
16974,9899181,1,AFP,AFP
16975,9934274,1,AFP,AFP
16976,9935422,1,UNK,NTP
16977,9935642,1,PC,PC
16978,9936080,1,PC,PC
16979,9958053,1,AFP,AFP
16980,9958053,2,NTP,NTP
16981,9958053,3,AFP,AFP
16982,9958053,4,NTP,NTP
16983,9967771,1,PC,PC
16984,9967771,2,PC,PC
16985,9967884,1,PC,PC
16986,9969287,1,PC,PC
16987,9650808,1,PC,PC
16988,9650808,2,PC,PC
16989,9650957,1,AFP,AFP
16990,9650957,2,AFP,AFP
16991,9655444,1,AFP,AFP
16992,9655444,2,AFP,AFP
16993,9655444,3,AFP,AFP
16994,9655461,1,UNK,NTP
16995,9673173,2,AFP,AFP
16996,9673173,3,AFP,AFP
16997,9673173,4,NTP,NTP
16998,9673338,1,UNK,NTP
16999,9711941,1,UNK,NTP
17000,9711941,2,UNK,NTP
17001,9712350,1,PC,PC
17002,9712799,1,AFP,AFP
17003,9716947,2,AFP,AFP
17004,9716955,1,NTP,NTP
17005,9717032,1,AFP,AFP
17006,9717032,2,AFP,AFP
17007,9760994,1,AFP,AFP
17008,9760994,2,AFP,AFP
17009,9761199,1,AFP,AFP
17010,9761573,1,PC,PC
17011,9774357,1,UNK,NTP
17012,9774357,2,AFP,AFP
17013,9774357,3,AFP,AFP
17014,9786859,1,UNK,NTP
17015,9786859,2,UNK,NTP
17016,9787065,1,UNK,NTP
17017,9787239,1,PC,PC
17018,9822703,1,NTP,NTP
17019,9822703,2,UNK,NTP
17020,9823457,1,PC,PC
17021,9823457,2,PC,PC
17022,9837267,1,AFP,AFP
17023,9837267,2,AFP,AFP
17024,9837544,1,AFP,AFP
17025,9837544,2,AFP,AFP
17026,9837544,3,AFP,AFP
17027,9837544,4,AFP,AFP
17028,9847239,1,PC,AFP
17029,9848420,1,UNK,PC
17030,9848460,1,UNK,NTP
17031,9883606,2,UNK,PC
17032,9884104,1,PC,PC
17033,9884104,2,PC,PC
17034,9884104,3,PC,PC
17035,9899193,1,AFP,AFP
17036,9899217,1,AFP,AFP
17037,9899233,1,AFP,AFP
17038,9936518,1,NTP,NTP
17039,9936518,2,AFP,AFP
17040,9936518,3,AFP,AFP
17041,9936698,1,UNK,AFP
17042,9958055,1,UNK,NTP
17043,9958055,2,NTP,NTP
17044,9958071,1,NTP,NTP
17045,9958387,1,PC,PC
17046,9970139,1,UNK,NTP
17047,9970396,1,UNK,AFP
17048,9970568,1,AFP,AFP
17049,9970568,2,AFP,AFP
17050,9650957,3,NTP,NTP
17051,9650989,1,PC,PC
17052,9651065,1,UNK,NTP
17053,9651065,2,AFP,AFP
17054,9655470,1,UNK,NTP
17055,9655470,2,UNK,NTP
17056,9655471,1,AFP,AFP
17057,9673338,2,UNK,NTP
17058,9673483,1,AFP,AFP
17059,9673483,2,AFP,AFP
17060,9673785,1,NTP,NTP
17061,9674320,1,UNK,PC
17062,9712799,2,AFP,AFP
17063,9712799,3,AFP,AFP
17064,9713213,1,UNK,NTP
17065,9717861,1,AFP,AFP
17066,9717861,2,AFP,AFP
17067,9717861,3,UNK,NTP
17068,9717943,1,PC,PC
17069,9761615,1,PC,PC
17070,9761882,1,PC,PC
17071,9762514,1,AFP,AFP
17072,9774400,1,AFP,AFP
17073,9774400,2,AFP,AFP
17074,9775253,1,AFP,AFP
17075,9775385,1,AFP,AFP
17076,9775385,2,AFP,AFP
17077,9787239,2,PC,PC
17078,9787239,3,PC,PC
17079,9787239,4,PC,PC
17080,9787239,5,PC,PC
17081,9823487,1,PC,PC
17082,9823519,1,PC,PC
17083,9823519,2,PC,PC
17084,9823602,1,UNK,NTP
17085,9837544,5,AFP,AFP
17086,9837573,1,UNK,NTP
17087,9837578,1,UNK,AFP
17088,9837578,2,UNK,AFP
17089,9837586,1,AFP,AFP
17090,9849107,1,AFP,AFP
17091,9849107,2,AFP,AFP
17092,9849107,3,AFP,AFP
17093,9849884,1,AFP,PC
17094,9884818,1,UNK,NTP
17095,9885417,1,PC,PC
17096,9886221,1,AFP,AFP
17097,9886224,1,AFP,AFP
17098,9899256,1,AFP,AFP
17099,9899280,1,AFP,AFP
17100,9899315,1,AFP,AFP
17101,9899352,1,AFP,AFP
17102,9940565,1,AFP,AFP
17103,9941066,1,PC,PC
17104,9941387,1,AFP,AFP
17105,9941387,2,AFP,AFP
17106,9941387,3,AFP,AFP
17107,9958962,1,PC,PC
17108,9958962,2,PC,PC
17109,9958962,3,PC,PC
17110,9958962,4,UNK,PC
17111,9970568,3,AFP,AFP
17112,9971475,1,AFP,AFP
17113,9971475,2,AFP,AFP
17114,9971786,1,AFP,AFP
17115,9651065,3,AFP,AFP
17116,9651169,1,NTP,NTP
17117,9651234,1,PC,PC
17118,9651374,1,NTP,NTP
17119,9655471,2,AFP,AFP
17120,9655501,1,AFP,AFP
17121,9655501,2,AFP,AFP
17122,9655514,1,AFP,AFP
17123,9674346,1,NTP,NTP
17124,9674346,2,AFP,AFP
17125,9674346,3,AFP,AFP
17126,9674564,1,AFP,AFP
17127,9713213,2,UNK,NTP
17128,9713244,1,UNK,NTP
17129,9713244,2,UNK,NTP
17130,9713632,1,AFP,AFP
17131,9717958,1,AFP,AFP
17132,9717958,2,AFP,AFP
17133,9718066,1,PC,PC
17134,9762519,1,AFP,AFP
17135,9762519,2,AFP,AFP
17136,9762713,1,AFP,AFP
17137,9762713,2,AFP,AFP
17138,9762713,3,AFP,AFP
17139,9775385,3,NTP,NTP
17140,9775385,4,AFP,AFP
17141,9775475,1,AFP,AFP
17142,9788457,1,AFP,AFP
17143,9788457,2,AFP,AFP
17144,9788457,3,AFP,AFP
17145,9788612,1,UNK,NTP
17146,9823602,2,UNK,NTP
17147,9823652,1,AFP,AFP
17148,9823652,2,AFP,AFP
17149,9837659,1,AFP,AFP
17150,9837659,2,AFP,AFP
17151,9837661,1,PC,PC
17152,9837661,2,PC,PC
17153,9850387,1,UNK,AFP
17154,9850393,1,NTP,NTP
17155,9850393,2,AFP,AFP
17156,9850393,3,AFP,AFP
17157,9886224,2,AFP,AFP
17158,9886255,1,PC,PC
17159,9886361,1,PC,PC
17160,9899355,1,AFP,AFP
17161,9899410,1,AFP,AFP
17162,9899414,1,AFP,AFP
17163,9941662,1,PC,AFP
17164,9941662,2,AFP,AFP
17165,9941859,1,PC,PC
17166,9941859,2,PC,PC
17167,9959093,1,UNK,PC
17168,9959279,1,AFP,AFP
17169,9959279,2,AFP,AFP
17170,9959492,1,AFP,AFP
17171,9971786,2,AFP,AFP
17172,9971786,3,AFP,AFP
17173,9972385,1,NTP,AFP
17174,9651374,2,AFP,AFP
17175,9651374,3,AFP,AFP
17176,9651602,1,UNK,PC
17177,9655514,2,AFP,AFP
17178,9655711,1,PC,PC
17179,9655711,2,PC,PC
17180,9655718,1,UNK,NTP
17181,9674564,2,AFP,AFP
17182,9674568,1,UNK,NTP
17183,9674568,2,NTP,NTP
17184,9674592,1,AFP,AFP
17185,9713632,2,AFP,AFP
17186,9714123,1,AFP,AFP
17187,9714123,2,AFP,AFP
17188,9718066,2,AFP,PC
17189,9718378,1,AFP,AFP
17190,9718378,2,AFP,AFP
17191,9718379,1,AFP,AFP
17192,9762866,1,AFP,AFP
17193,9762866,2,AFP,AFP
17194,9762866,3,AFP,AFP
17195,9775938,1,PC,PC
17196,9775938,2,PC,PC
17197,9776186,1,AFP,AFP
17198,9776474,1,AFP,AFP
17199,9788612,2,UNK,NTP
17200,9790034,1,AFP,AFP
17201,9790034,2,AFP,AFP
17202,9790144,1,AFP,AFP
17203,9824673,1,UNK,NTP
17204,9824711,1,UNK,NTP
17205,9824805,1,PC,PC
17206,9824928,1,PC,AFP
17207,9837661,3,PC,PC
17208,9837685,1,PC,PC
17209,9837828,1,PC,PC
17210,9838060,1,AFP,AFP
17211,9850409,1,NTP,NTP
17212,9850843,1,AFP,AFP
17213,9850893,1,AFP,AFP
17214,9850912,1,AFP,AFP
17215,9886361,2,PC,PC
17216,9886361,3,PC,PC
17217,9886361,4,PC,PC
17218,9886661,1,PC,PC
17219,9899416,1,AFP,AFP
17220,9899416,2,AFP,AFP
17221,9899421,1,AFP,AFP
17222,9899449,1,AFP,AFP
17223,9941859,3,PC,PC
17224,9942881,1,UNK,NTP
17225,9943009,1,UNK,PC
17226,9959492,2,PC,PC
17227,9959494,1,AFP,AFP
17228,9959545,1,AFP,AFP
17229,9972385,2,AFP,AFP
17230,9972385,3,UNK,NTP
17231,9972385,4,UNK,NTP
17232,9972385,5,AFP,AFP
17233,9651668,1,PC,PC
17234,9652166,1,UNK,NTP
17235,9652632,1,UNK,AFP
17236,9652649,1,AFP,AFP
17237,9655769,1,AFP,AFP
17238,9655769,2,AFP,AFP
17239,9655792,1,NTP,NTP
17240,9655858,1,AFP,AFP
17241,9674592,2,AFP,AFP
17242,9674608,1,AFP,AFP
17243,9674608,2,AFP,AFP
17244,9691284,1,AFP,AFP
17245,9714209,1,UNK,NTP
17246,9714209,2,UNK,NTP
17247,9714358,1,AFP,AFP
17248,9714550,1,PC,PC
17249,9718379,2,AFP,AFP
17250,9719634,1,AFP,AFP
17251,9719636,1,AFP,AFP
17252,9763348,1,PC,PC
17253,9763612,1,PC,PC
17254,9763640,1,UNK,NTP
17255,9764489,1,NTP,NTP
17256,9776474,2,AFP,AFP
17257,9776474,3,AFP,AFP
17258,9776692,1,AFP,NTP
17259,9776794,1,PC,AFP
17260,9790144,2,AFP,AFP
17261,9790144,3,UNK,NTP
17262,9790785,1,AFP,AFP
17263,9790785,2,AFP,AFP
17264,9825174,1,AFP,PC
17265,9825625,1,PC,PC
17266,9826171,1,NTP,NTP
17267,9826562,1,AFP,AFP
17268,9838060,2,AFP,AFP
17269,9838168,1,AFP,AFP
17270,9838168,2,AFP,AFP
17271,9838311,1,NTP,NTP
17272,9850957,1,AFP,AFP
17273,9850966,1,AFP,AFP
17274,9851021,1,AFP,AFP
17275,9851123,1,AFP,AFP
17276,9887224,1,AFP,AFP
17277,9892471,1,AFP,AFP
17278,9892471,2,UNK,AFP
17279,9892624,1,NTP,NTP
17280,9899483,1,AFP,AFP
17281,9899505,1,AFP,AFP
17282,9899514,1,AFP,AFP
17283,9899538,1,AFP,AFP
17284,9943435,1,AFP,AFP
17285,9944201,1,AFP,AFP
17286,9944201,2,AFP,AFP
17287,9944356,1,NTP,NTP
17288,9944421,1,AFP,AFP
17289,9959589,1,AFP,AFP
17290,9959855,1,UNK,NTP
17291,9962455,1,PC,PC
17292,9962455,2,PC,PC
17293,9973109,1,PC,PC
17294,9973109,2,AFP,PC
17295,9973187,1,NTP,NTP
17296,9973633,1,AFP,AFP
17297,9652655,1,AFP,AFP
17298,9653622,1,PC,PC
17299,9654468,1,PC,PC
17300,9654875,1,PC,NTP
17301,9655858,2,AFP,AFP
17302,9655909,1,NTP,NTP
17303,9655909,2,UNK,NTP
17304,9655978,1,UNK,NTP
17305,9691311,1,AFP,NTP
17306,9692128,1,AFP,AFP
17307,9692345,1,AFP,AFP
17308,9714572,1,NTP,NTP
17309,9714633,1,AFP,AFP
17310,9714633,2,AFP,AFP
17311,9714696,1,AFP,AFP
17312,9719636,2,AFP,AFP
17313,9723838,1,NTP,NTP
17314,9724220,1,NTP,NTP
17315,9724220,2,UNK,NTP
17316,9764506,1,NTP,NTP
17317,9764506,2,NTP,NTP
17318,9764506,3,NTP,NTP
17319,9764506,4,UNK,NTP
17320,9764544,1,AFP,AFP
17321,9776816,1,UNK,NTP
17322,9776816,2,AFP,AFP
17323,9776816,3,AFP,AFP
17324,9777062,1,AFP,AFP
17325,9790806,1,PC,PC
17326,9790965,1,UNK,AFP
17327,9790965,2,UNK,AFP
17328,9826562,2,AFP,AFP
17329,9826562,3,UNK,NTP
17330,9827149,1,PC,PC
17331,9827596,1,AFP,AFP
17332,9838414,1,PC,AFP
17333,9838468,1,PC,PC
17334,9838537,1,AFP,NTP
17335,9838557,1,UNK,NTP
17336,9851123,2,AFP,AFP
17337,9851126,1,AFP,AFP
17338,9851126,2,AFP,AFP
17339,9851126,3,AFP,AFP
17340,9892624,2,AFP,AFP
17341,9892624,3,AFP,AFP
17342,9892749,1,UNK,NTP
17343,9899577,1,AFP,AFP
17344,9899583,1,AFP,AFP
17345,9899607,1,AFP,AFP
17346,9944421,2,AFP,AFP
17347,9945280,1,UNK,AFP
17348,9945370,1,PC,PC
17349,9962595,1,PC,PC
17350,9963009,1,AFP,AFP
17351,9963009,2,AFP,AFP
17352,9973633,2,AFP,AFP
17353,9973855,1,AFP,AFP
17354,9974087,1,NTP,NTP
17355,9974087,2,NTP,NTP
17356,9655005,1,UNK,NTP
17357,9655055,1,UNK,NTP
17358,9655055,2,AFP,AFP
17359,9655055,3,AFP,AFP
17360,9656252,1,PC,PC
17361,9656397,1,AFP,AFP
17362,9656397,2,AFP,AFP
17363,9656543,1,AFP,AFP
17364,9656543,2,NTP,NTP
17365,9692557,1,AFP,AFP
17366,9693006,1,PC,PC
17367,9693116,1,UNK,NTP
17368,9693282,1,NTP,NTP
17369,9715359,1,UNK,NTP
17370,9715359,2,UNK,NTP
17371,9715488,1,NTP,NTP
17372,9724984,1,AFP,AFP
17373,9724993,1,AFP,AFP
17374,9725543,1,AFP,AFP
17375,9764544,2,AFP,AFP
17376,9764544,3,AFP,AFP
17377,9764868,1,NTP,NTP
17378,9764965,1,AFP,AFP
17379,9777062,2,AFP,AFP
17380,9777062,3,AFP,AFP
17381,9777062,4,AFP,AFP
17382,9777062,5,AFP,AFP
17383,11296045,3,AFP,AFP
17384,11296437,1,NTP,NTP
17385,11296724,1,UNK,PC
17386,11296798,1,NTP,NTP
17387,11350118,1,PC,PC
17388,11350238,1,AFP,AFP
17389,11350238,2,AFP,AFP
17390,11350238,3,NTP,NTP
17391,11395587,1,PC,PC
17392,11395936,1,AFP,AFP
17393,11395936,2,AFP,AFP
17394,11414465,1,PC,PC
17395,11414511,1,PC,PC
17396,11414527,1,AFP,AFP
17397,11456405,1,AFP,AFP
17398,11457191,1,UNK,AFP
17399,11457191,2,UNK,NTP
17400,11457198,1,UNK,NTP
17401,11499757,2,AFP,AFP
17402,11501774,1,UNK,NTP
17403,11502172,1,AFP,AFP
17404,11502172,2,AFP,AFP
17405,11520459,1,PC,PC
17406,11520787,1,AFP,AFP
17407,11520787,2,AFP,AFP
17408,11568624,2,NTP,NTP
17409,11568987,1,PC,PC
17410,11568987,2,PC,PC
17411,11569443,1,UNK,NTP
17412,11614528,1,AFP,AFP
17413,11614617,1,PC,PC
17414,11615481,1,UNK,AFP
17415,11616200,1,UNK,AFP
17416,11656840,3,UNK,PC
17417,11656918,1,PC,PC
17418,11656928,1,NTP,NTP
17419,11074178,1,PC,PC
17420,11074178,2,PC,PC
17421,11074514,1,UNK,NTP
17422,11100522,3,AFP,AFP
17423,11100532,1,UNK,NTP
17424,11100532,2,UNK,NTP
17425,11100657,1,AFP,AFP
17426,11145138,1,AFP,AFP
17427,11145138,2,AFP,AFP
17428,11145408,1,NTP,NTP
17429,11186929,1,NTP,NTP
17430,11187436,1,PC,PC
17431,11187716,1,AFP,AFP
17432,11187716,2,AFP,AFP
17433,11231334,1,AFP,AFP
17434,11231334,2,AFP,AFP
17435,11232111,1,AFP,AFP
17436,11232111,2,AFP,AFP
17437,11284505,1,AFP,AFP
17438,11284505,2,NTP,AFP
17439,11284505,3,AFP,AFP
17440,11284772,1,PC,PC
17441,11296798,2,UNK,NTP
17442,11297236,1,PC,PC
17443,11297440,1,UNK,NTP
17444,11298020,1,NTP,NTP
17445,11350238,4,NTP,NTP
17446,11350389,1,UNK,AFP
17447,11351454,1,PC,NTP
17448,11356260,1,PC,PC
17449,11395936,3,AFP,AFP
17450,11400413,1,AFP,AFP
17451,11400413,2,AFP,AFP
17452,11400842,1,NTP,NTP
17453,11414527,2,AFP,AFP
17454,11414527,3,UNK,NTP
17455,11414527,4,UNK,NTP
17456,11414684,1,UNK,NTP
17457,11414684,2,UNK,NTP
17458,11457198,2,UNK,NTP
17459,11457726,1,PC,PC
17460,11459949,1,UNK,NTP
17461,11460018,1,PC,PC
17462,11502179,1,AFP,AFP
17463,11502218,1,AFP,AFP
17464,11502218,2,AFP,AFP
17465,11520793,1,AFP,AFP
17466,11520793,2,AFP,AFP
17467,11520793,3,AFP,AFP
17468,11521048,1,AFP,AFP
17469,11569475,1,AFP,AFP
17470,11569475,2,AFP,AFP
17471,11569628,1,UNK,NTP
17472,11616596,1,AFP,AFP
17473,11616631,1,AFP,AFP
17474,11616663,1,AFP,AFP
17475,11617030,1,UNK,NTP
17476,11032227,1,PC,PC
17477,11032402,1,UNK,NTP
17478,11032573,1,UNK,NTP
17479,11033504,1,UNK,NTP
17480,11074541,1,PC,PC
17481,11074835,1,PC,PC
17482,11075124,1,UNK,NTP
17483,11075279,1,PC,PC
17484,11100657,2,AFP,AFP
17485,11100670,1,AFP,AFP
17486,11100670,2,AFP,AFP
17487,11145831,1,AFP,AFP
17488,11145831,2,AFP,AFP
17489,11147276,1,UNK,AFP
17490,11147460,1,AFP,AFP
17491,11187837,1,PC,PC
17492,11187972,1,UNK,PC
17493,11188249,1,AFP,AFP
17494,11189127,1,AFP,AFP
17495,11232745,1,UNK,AFP
17496,11233743,1,UNK,NTP
17497,11233743,2,UNK,NTP
17498,11233911,1,UNK,AFP
17499,11285136,1,AFP,AFP
17500,11285136,2,AFP,AFP
17501,11285625,1,UNK,AFP
17502,11298220,1,NTP,NTP
17503,11298298,1,PC,PC
17504,11298815,1,AFP,AFP
17505,11302565,1,UNK,NTP
17506,11356602,1,UNK,NTP
17507,11357192,1,AFP,AFP
17508,11357302,1,UNK,AFP
17509,11357664,1,PC,PC
17510,11400961,1,UNK,NTP
17511,11401182,1,PC,PC
17512,11401253,1,PC,PC
17513,11415243,1,PC,PC
17514,11415556,1,UNK,AFP
17515,11415556,2,UNK,AFP
17516,11460462,1,PC,PC
17517,11461433,1,PC,PC
17518,11461821,1,AFP,AFP
17519,11502867,1,PC,PC
17520,11506235,1,AFP,AFP
17521,11506235,2,AFP,AFP
17522,11506508,1,UNK,NTP
17523,11521048,2,AFP,AFP
17524,11521678,1,UNK,NTP
17525,11521793,1,PC,PC
17526,11521793,2,PC,PC
17527,11569628,2,AFP,AFP
17528,11569628,3,AFP,AFP
17529,11569782,1,PC,PC
17530,11570749,1,PC,PC
17531,11617670,1,NTP,NTP
17532,11618043,1,NTP,NTP
17533,11618569,1,PC,PC
17534,11036168,1,PC,PC
17535,11036440,1,AFP,AFP
17536,11036440,2,AFP,AFP
17537,11075429,1,PC,PC
17538,11075737,1,PC,PC
17539,11076176,1,AFP,AFP
17540,11076276,1,AFP,AFP
17541,11121752,1,PC,PC
17542,11121752,2,PC,PC
17543,11122894,1,PC,PC
17544,11122894,2,PC,PC
17545,11147460,2,UNK,NTP
17546,11147814,1,AFP,AFP
17547,11152054,1,NTP,NTP
17548,11152159,1,AFP,AFP
17549,11189284,1,AFP,AFP
17550,11189284,2,AFP,AFP
17551,11189284,3,AFP,AFP
17552,11189284,4,AFP,AFP
17553,11234677,1,AFP,AFP
17554,11234677,2,AFP,AFP
17555,11235323,1,AFP,AFP
17556,11235323,2,AFP,AFP
17557,11235536,1,AFP,AFP
17558,11285767,1,UNK,NTP
17559,11285767,2,AFP,AFP
17560,11285767,3,AFP,AFP
17561,11285870,1,PC,PC
17562,11302627,1,AFP,AFP
17563,11302627,2,AFP,AFP
17564,11302627,3,AFP,AFP
17565,11358389,1,PC,PC
17566,11358389,2,PC,PC
17567,11358389,3,PC,PC
17568,11358392,1,AFP,AFP
17569,11401755,1,PC,PC
17570,11401755,2,PC,PC
17571,11401767,1,PC,PC
17572,11401767,2,PC,PC
17573,11416104,1,AFP,AFP
17574,11416104,2,AFP,AFP
17575,11416506,1,AFP,AFP
17576,11416506,2,AFP,AFP
17577,11461821,2,AFP,AFP
17578,11461844,1,PC,PC
17579,11462151,1,UNK,NTP
17580,11462151,2,UNK,NTP
17581,11506654,1,PC,PC
17582,11506768,1,NTP,NTP
17583,11506938,1,UNK,AFP
17584,11546211,1,AFP,AFP
17585,11546920,1,AFP,AFP
17586,11546920,2,AFP,AFP
17587,11547271,1,NTP,NTP
17588,11571757,1,AFP,AFP
17589,11571757,2,AFP,AFP
17590,11571757,3,AFP,AFP
17591,11571757,4,AFP,AFP
17592,11618601,1,PC,PC
17593,11618601,2,PC,PC
17594,11618798,1,UNK,AFP
17595,11618998,1,AFP,AFP
17596,11036440,3,AFP,AFP
17597,11036972,1,UNK,NTP
17598,11037105,1,AFP,AFP
17599,11037105,2,AFP,AFP
17600,11076279,1,UNK,AFP
17601,11076400,1,PC,PC
17602,11080405,1,PC,PC
17603,11080405,2,PC,PC
17604,11122894,3,PC,PC
17605,11124436,1,PC,PC
17606,11124509,1,UNK,AFP
17607,11152159,2,AFP,AFP
17608,11152428,1,AFP,AFP
17609,11152428,2,AFP,AFP
17610,11152463,1,UNK,NTP
17611,11189311,1,UNK,PC
17612,11191328,1,UNK,NTP
17613,11192141,1,AFP,AFP
17614,11235536,2,AFP,AFP
17615,11236035,1,NTP,NTP
17616,11236244,1,PC,PC
17617,11286311,1,UNK,PC
17618,11287726,1,UNK,AFP
17619,11288051,1,PC,PC
17620,11288051,2,PC,PC
17621,11303065,1,UNK,NTP
17622,11303090,1,UNK,NTP
17623,11303322,1,PC,PC
17624,11303811,1,AFP,AFP
17625,11358392,2,AFP,AFP
17626,11358392,3,AFP,AFP
17627,11359305,1,AFP,AFP
17628,11359305,2,AFP,AFP
17629,11401767,3,PC,PC
17630,11401822,1,AFP,AFP
17631,11401845,1,AFP,AFP
17632,11401845,2,UNK,NTP
17633,11416506,3,UNK,NTP
17634,11442175,1,UNK,NTP
17635,11442353,1,UNK,NTP
17636,11442353,2,AFP,AFP
17637,11442353,3,AFP,AFP
17638,11462151,3,UNK,NTP
17639,11462341,1,PC,PC
17640,11462556,1,AFP,AFP
17641,11507101,1,PC,PC
17642,11508233,1,NTP,NTP
17643,11508397,1,AFP,AFP
17644,11508397,2,AFP,AFP
17645,11547505,1,PC,PC
17646,11547513,1,PC,PC
17647,11547513,2,PC,PC
17648,11572029,1,NTP,NTP
17649,11572046,1,AFP,AFP
17650,11572046,2,AFP,AFP
17651,11572193,1,PC,PC
17652,11618998,2,AFP,AFP
17653,11619202,1,NTP,NTP
17654,11619861,1,UNK,NTP
17655,11619861,2,UNK,NTP
17656,11037105,3,NTP,NTP
17657,11037105,4,NTP,NTP
17658,11037128,1,AFP,AFP
17659,11037335,1,PC,PC
17660,11080702,1,PC,PC
17661,11080711,1,UNK,NTP
17662,11080961,1,NTP,NTP
17663,11081490,1,AFP,AFP
17664,11124904,1,AFP,AFP
17665,11124904,2,AFP,AFP
17666,11125613,1,PC,PC
17667,11125613,2,PC,PC
17668,11152511,1,PC,PC
17669,11152625,1,AFP,AFP
17670,11152625,2,AFP,AFP
17671,11192235,1,PC,PC
17672,11192998,1,PC,PC
17673,11192998,2,PC,PC
17674,11192998,3,PC,PC
17675,11236745,1,UNK,NTP
17676,11237410,1,UNK,NTP
17677,11240948,1,AFP,AFP
17678,11240948,2,AFP,AFP
17679,11288051,3,PC,PC
17680,11288072,1,AFP,AFP
17681,11288072,2,AFP,AFP
17682,11303811,2,AFP,AFP
17683,11303815,1,AFP,AFP
17684,11304344,1,AFP,AFP
17685,11304344,2,AFP,AFP
17686,11359657,1,AFP,AFP
17687,11359657,2,AFP,AFP
17688,11359657,3,AFP,AFP
17689,11401869,1,AFP,AFP
17690,11402817,1,UNK,NTP
17691,11402951,1,AFP,AFP
17692,11402951,2,AFP,AFP
17693,11442465,1,AFP,AFP
17694,11442465,2,AFP,AFP
17695,11442793,1,PC,PC
17696,11444434,1,UNK,NTP
17697,11462556,2,AFP,AFP
17698,11463211,1,AFP,AFP
17699,11463950,1,UNK,NTP
17700,11463950,2,UNK,NTP
17701,11508397,3,AFP,AFP
17702,11508587,1,AFP,AFP
17703,11508587,2,AFP,AFP
17704,11547869,1,PC,PC
17705,11548140,1,PC,AFP
17706,11548888,1,AFP,AFP
17707,11548888,2,AFP,AFP
17708,11572263,1,NTP,NTP
17709,11572490,1,UNK,NTP
17710,11572666,1,AFP,AFP
17711,11572666,2,AFP,AFP
17712,11619861,3,UNK,NTP
17713,11619868,1,AFP,AFP
17714,11619868,2,AFP,AFP
17715,11619868,3,AFP,AFP
17716,11037335,2,PC,PC
17717,11037511,1,PC,PC
17718,11037818,1,PC,PC
17719,11043136,1,AFP,AFP
17720,11081490,2,AFP,AFP
17721,11081490,3,AFP,AFP
17722,11081504,1,PC,PC
17723,11081504,2,PC,PC
17724,11125613,3,PC,PC
17725,11125666,1,UNK,NTP
17726,11125706,1,AFP,AFP
17727,11152649,1,AFP,AFP
17728,11152649,2,AFP,AFP
17729,11152649,3,AFP,AFP
17730,11153121,1,PC,PC
17731,11193046,1,NTP,NTP
17732,11193046,2,NTP,NTP
17733,11193263,1,PC,PC
17734,11193447,1,UNK,NTP
17735,11240948,3,UNK,NTP
17736,11240948,4,UNK,NTP
17737,11241560,1,UNK,PC
17738,11288492,1,UNK,PC
17739,11288505,1,PC,PC
17740,11288686,1,AFP,AFP
17741,11288686,2,AFP,AFP
17742,11288686,3,AFP,AFP
17743,11304436,1,AFP,AFP
17744,11304436,2,UNK,NTP
17745,11304436,3,AFP,AFP
17746,11359786,1,UNK,NTP
17747,11359879,1,PC,PC
17748,11360571,1,PC,PC
17749,11360704,1,UNK,NTP
17750,11402951,3,UNK,NTP
17751,11402995,1,PC,PC
17752,11403044,1,PC,PC
17753,11444514,1,PC,PC
17754,11444952,1,AFP,AFP
17755,11445111,1,NTP,NTP
17756,11464245,1,UNK,NTP
17757,11464245,2,UNK,NTP
17758,11464245,3,NTP,NTP
17759,11465134,1,NTP,NTP
17760,11465134,2,UNK,NTP
17761,11508644,1,PC,PC
17762,11508874,1,UNK,NTP
17763,11509051,1,UNK,NTP
17764,11509504,1,PC,PC
17765,11509728,1,NTP,NTP
17766,11551652,1,UNK,NTP
17767,11551652,2,NTP,NTP
17768,11551692,1,PC,PC
17769,11599038,1,PC,PC
17770,11599264,1,AFP,AFP
17771,11599264,2,AFP,AFP
17772,11599937,1,UNK,PC
17773,11619964,1,AFP,AFP
17774,11619964,2,AFP,AFP
17775,11620101,1,UNK,NTP
17776,11043136,2,AFP,AFP
17777,11043167,1,PC,PC
17778,11044196,1,NTP,NTP
17779,11044372,1,UNK,NTP
17780,11081512,1,AFP,PC
17781,11081512,2,AFP,AFP
17782,11081512,3,AFP,AFP
17783,11081971,1,UNK,NTP
17784,11125706,2,UNK,NTP
17785,11125706,3,AFP,AFP
17786,11125756,1,NTP,AFP
17787,11125764,1,UNK,NTP
17788,11125764,2,AFP,AFP
17789,11153121,2,PC,PC
17790,11153121,3,PC,PC
17791,11153259,1,UNK,NTP
17792,11153259,2,UNK,NTP
